title,genres,runtime,vote_average,vote_count,year
The Double Life of Veronique,"['drama', 'thriller']",97.0,7.3,154.0,1991
Enchanted April,"['romance', 'drama']",89.0,6.9,25.0,1991
Paths of Glory,"['drama', 'war']",88.0,8.2,565.0,1957
The Grifters,"['crime', 'drama']",110.0,6.5,112.0,1990
Hear My Song,"['comedy', 'foreign']",113.0,4.1,4.0,1991
The Shooter,['western'],91.0,5.0,1.0,1997
The English Patient,"['drama', 'romance', 'war']",162.0,7.0,559.0,1996
Mediterraneo,"['comedy', 'romance', 'war']",96.0,7.4,157.0,1991
My Left Foot: The Story of Christy Brown,['drama'],103.0,7.5,208.0,1989
"Sex, Lies, and Videotape",['drama'],100.0,6.7,188.0,1989
Passion Fish,['drama'],135.0,6.7,7.0,1992
Strictly Ballroom,"['comedy', 'drama', 'romance']",94.0,6.2,83.0,1992
The Thin Blue Line,"['mystery', 'documentary', 'crime']",103.0,7.9,109.0,1988
Tie Me Up! Tie Me Down!,"['comedy', 'crime', 'drama', 'romance']",111.0,7.0,102.0,1989
Madonna: Truth or Dare,"['documentary', 'music']",119.0,6.3,32.0,1991
Paris is Burning,['documentary'],71.0,8.2,67.0,1990
One Flew Over the Cuckoo's Nest,['drama'],133.0,8.3,3001.0,1975
Up in Smoke,['comedy'],86.0,6.7,201.0,1978
The Empire Strikes Back,"['adventure', 'action', 'science fiction']",124.0,8.2,5998.0,1980
The Princess Bride,"['adventure', 'family', 'fantasy', 'comedy', 'romance']",98.0,7.6,1518.0,1987
Raiders of the Lost Ark,"['adventure', 'action']",115.0,7.7,3949.0,1981
Brazil,"['comedy', 'science fiction']",132.0,7.6,877.0,1985
Aliens,"['horror', 'action', 'thriller', 'science fiction']",137.0,7.7,3282.0,1986
"The Good, the Bad and the Ugly",['western'],161.0,8.1,2371.0,1966
Withnail & I,"['comedy', 'drama']",107.0,7.4,173.0,1987
12 Angry Men,['drama'],96.0,8.2,2130.0,1957
Lawrence of Arabia,"['adventure', 'drama', 'history', 'war']",216.0,7.8,870.0,1962
A Clockwork Orange,"['science fiction', 'drama']",136.0,8.0,3432.0,1971
To Kill a Mockingbird,"['crime', 'drama']",129.0,7.9,676.0,1962
Apocalypse Now,"['drama', 'war']",153.0,8.0,2112.0,1979
Once Upon a Time in the West,['western'],175.0,8.1,1160.0,1968
Return of the Jedi,"['adventure', 'action', 'science fiction']",135.0,7.9,4763.0,1983
Wings of Desire,"['drama', 'fantasy', 'romance']",128.0,7.5,256.0,1987
The Third Man,"['thriller', 'mystery']",104.0,7.9,431.0,1949
GoodFellas,"['drama', 'crime']",145.0,8.2,3211.0,1990
Alien,"['horror', 'action', 'thriller', 'science fiction']",117.0,7.9,4564.0,1979
Army of Darkness,"['fantasy', 'horror', 'comedy']",81.0,7.3,852.0,1992
The Big Blue,"['adventure', 'drama', 'romance']",168.0,7.6,364.0,1988
Ran,"['action', 'drama', 'history']",162.0,7.9,349.0,1985
The Killer,"['action', 'crime', 'drama', 'thriller']",110.0,7.6,179.0,1989
Psycho,"['drama', 'horror', 'thriller']",109.0,8.3,2405.0,1960
The Blues Brothers,"['music', 'comedy', 'action', 'crime']",133.0,7.5,1092.0,1980
The Godfather: Part II,"['drama', 'crime']",200.0,8.3,3418.0,1974
Full Metal Jacket,"['drama', 'war']",116.0,7.9,2595.0,1987
A Grand Day Out,"['adventure', 'animation', 'comedy', 'science fiction', 'family']",23.0,7.4,199.0,1990
Henry V,"['war', 'drama', 'history', 'action', 'romance']",137.0,7.4,73.0,1989
Amadeus,"['drama', 'history', 'music']",160.0,7.8,1107.0,1984
The Quiet Man,"['comedy', 'drama', 'romance']",129.0,7.3,118.0,1952
Once Upon a Time in America,"['drama', 'crime']",229.0,8.3,1104.0,1984
Raging Bull,['drama'],129.0,7.7,968.0,1980
Annie Hall,"['comedy', 'drama', 'romance']",93.0,7.8,1044.0,1977
The Right Stuff,"['drama', 'history']",193.0,7.4,241.0,1983
Stalker,"['drama', 'science fiction', 'thriller']",163.0,7.8,356.0,1979
Das Boot,"['action', 'drama', 'history', 'war', 'adventure']",149.0,7.9,623.0,1981
The Sting,"['comedy', 'crime', 'drama']",129.0,7.9,639.0,1973
Harold and Maude,"['comedy', 'drama', 'romance']",91.0,7.7,266.0,1971
Trust,"['drama', 'comedy']",107.0,6.5,24.0,1990
The Seventh Seal,"['fantasy', 'drama']",96.0,7.9,569.0,1957
Local Hero,"['comedy', 'drama']",111.0,7.0,81.0,1983
The Terminator,"['action', 'thriller', 'science fiction']",108.0,7.4,4208.0,1984
Braindead,"['horror', 'comedy']",104.0,7.4,388.0,1992
Glory,['war'],122.0,7.4,391.0,1989
Rosencrantz & Guildenstern Are Dead,"['comedy', 'drama']",117.0,7.3,75.0,1991
Manhattan,"['comedy', 'drama', 'romance']",96.0,7.8,600.0,1979
Miller's Crossing,"['drama', 'thriller', 'crime']",115.0,7.5,431.0,1990
Dead Poets Society,['drama'],129.0,8.1,2786.0,1989
The Graduate,['drama'],106.0,7.6,855.0,1967
Touch of Evil,"['drama', 'thriller', 'crime']",95.0,7.6,292.0,1958
La Femme Nikita,"['action', 'thriller']",115.0,7.0,511.0,1990
The Bridge on the River Kwai,"['drama', 'history', 'war']",161.0,7.7,554.0,1957
8½,"['fantasy', 'drama']",138.0,7.9,427.0,1963
Chinatown,"['crime', 'drama', 'mystery', 'thriller']",130.0,7.9,939.0,1974
The Day the Earth Stood Still,"['drama', 'science fiction', 'thriller']",92.0,7.3,323.0,1951
The Treasure of the Sierra Madre,"['action', 'adventure', 'drama', 'western']",126.0,7.9,285.0,1948
Bad Taste,"['action', 'comedy', 'horror', 'science fiction']",91.0,6.4,196.0,1987
Duck Soup,['comedy'],68.0,7.6,170.0,1933
Better Off Dead...,['comedy'],97.0,6.8,164.0,1985
The Shining,"['horror', 'thriller']",144.0,8.1,3890.0,1980
Stand by Me,"['crime', 'drama']",89.0,7.8,1568.0,1986
M,"['drama', 'action', 'thriller', 'crime']",117.0,8.0,465.0,1931
Evil Dead II,"['horror', 'comedy', 'fantasy']",84.0,7.5,760.0,1987
The Great Escape,"['adventure', 'drama', 'history', 'thriller', 'war']",172.0,7.8,731.0,1963
The Deer Hunter,"['drama', 'war']",183.0,7.8,943.0,1978
Diva,"['action', 'drama', 'music', 'thriller']",117.0,6.7,37.0,1981
Groundhog Day,"['romance', 'fantasy', 'drama', 'comedy']",101.0,7.4,2358.0,1993
Unforgiven,['western'],131.0,7.7,1133.0,1992
The Manchurian Candidate,"['mystery', 'thriller']",126.0,7.7,188.0,1962
Pump up the Volume,"['music', 'drama']",105.0,7.0,86.0,1990
Arsenic and Old Lace,"['comedy', 'crime']",118.0,7.4,234.0,1944
Back to the Future,"['adventure', 'comedy', 'science fiction', 'family']",116.0,8.0,6239.0,1985
Fried Green Tomatoes,"['drama', 'comedy']",130.0,7.6,298.0,1991
Patton,"['drama', 'history', 'war']",172.0,7.3,327.0,1970
Down by Law,"['crime', 'drama', 'comedy']",107.0,7.2,149.0,1986
Akira,"['science fiction', 'animation']",124.0,7.8,792.0,1988
Highlander,"['adventure', 'action', 'fantasy']",116.0,6.8,642.0,1986
Cool Hand Luke,"['crime', 'drama']",126.0,7.7,390.0,1967
Cyrano de Bergerac,"['drama', 'comedy', 'history', 'romance']",137.0,6.8,131.0,1990
Young Frankenstein,"['comedy', 'science fiction']",106.0,7.7,880.0,1974
Night on Earth,"['comedy', 'drama']",129.0,7.5,165.0,1991
Raise the Red Lantern,['drama'],125.0,7.8,139.0,1991
The Great Dictator,['comedy'],125.0,8.1,756.0,1940
Fantasia,"['animation', 'family', 'music']",124.0,7.2,831.0,1940
High Noon,['western'],85.0,7.6,343.0,1952
The Big Sleep,"['crime', 'drama', 'mystery', 'thriller']",116.0,7.6,244.0,1946
Heathers,"['thriller', 'comedy', 'drama']",102.0,7.3,387.0,1988
Somewhere in Time,"['science fiction', 'drama', 'fantasy', 'romance']",103.0,7.1,104.0,1980
Ben-Hur,"['action', 'adventure', 'drama', 'history']",212.0,7.5,660.0,1959
This Is Spinal Tap,"['comedy', 'music']",82.0,7.6,413.0,1984
Koyaanisqatsi,"['documentary', 'music']",87.0,7.7,140.0,1982
Some Kind of Wonderful,"['drama', 'romance']",95.0,6.9,104.0,1987
Indiana Jones and the Last Crusade,"['adventure', 'action']",127.0,7.6,3221.0,1989
Being There,"['comedy', 'drama']",130.0,7.7,243.0,1979
Gandhi,"['drama', 'history']",191.0,7.4,730.0,1982
The Unbearable Lightness of Being,"['comedy', 'romance']",171.0,7.0,89.0,1988
A Room with a View,"['drama', 'romance']",117.0,6.9,164.0,1985
Real Genius,"['comedy', 'romance']",106.0,6.6,121.0,1985
Pink Floyd: The Wall,['music'],95.0,7.7,363.0,1982
The Killing Fields,"['war', 'drama', 'history']",141.0,7.5,180.0,1984
My Life as a Dog,"['drama', 'comedy']",101.0,7.3,70.0,1985
Forbidden Planet,"['adventure', 'science fiction', 'action']",98.0,7.2,238.0,1956
Field of Dreams,"['drama', 'fantasy']",107.0,7.1,383.0,1989
The Man Who Would Be King,"['adventure', 'drama']",129.0,7.6,148.0,1975
Butch Cassidy and the Sundance Kid,"['history', 'drama', 'western', 'crime']",110.0,7.4,659.0,1969
"Paris, Texas",['drama'],147.0,7.7,282.0,1984
Until the End of the World,"['thriller', 'drama', 'science fiction', 'action']",287.0,6.3,45.0,1991
When Harry Met Sally...,"['comedy', 'romance', 'drama']",96.0,7.3,974.0,1989
I Shot a Man in Vegas,[],86.0,0.0,0.0,1996
Parallel Sons,[],93.0,5.0,1.0,1995
Hype!,"['documentary', 'music']",84.0,6.8,12.0,1996
Santa with Muscles,"['family', 'comedy']",93.0,3.5,20.0,1996
Female Perversions,"['drama', 'romance']",119.0,5.4,10.0,1996
Mad Dog Time,"['drama', 'action', 'comedy', 'crime']",93.0,6.2,12.0,1996
Breathing Room,"['romance', 'comedy']",90.0,0.0,0.0,1996
Paris Was a Woman,['documentary'],75.0,7.0,1.0,1996
I'm Not Rappaport,['comedy'],135.0,6.2,8.0,1996
Blue Juice,"['comedy', 'romance']",90.0,3.6,13.0,1995
Kids of Survival,[],0.0,0.0,0.0,1996
Alien³,"['science fiction', 'action', 'horror']",114.0,6.2,1664.0,1992
An American Werewolf in London,"['horror', 'comedy']",97.0,7.2,571.0,1981
Amityville: It's About Time,['horror'],91.0,4.1,21.0,1992
Amityville 3-D,"['horror', 'thriller']",105.0,4.0,40.0,1983
Amityville: Dollhouse,['horror'],93.0,3.5,17.0,1996
Amityville: A New Generation,['horror'],90.0,2.8,17.0,1993
Amityville II: The Possession,['horror'],104.0,5.9,59.0,1982
The Amityville Horror,"['drama', 'horror', 'thriller']",117.0,6.2,192.0,1979
The Amityville Curse,['horror'],91.0,2.7,19.0,1989
Blood for Dracula,['horror'],103.0,5.8,22.0,1974
April Fool's Day,"['horror', 'mystery']",89.0,5.8,74.0,1986
Audrey Rose,"['fantasy', 'drama', 'horror', 'thriller']",113.0,5.8,34.0,1977
The Believers,"['crime', 'drama', 'horror', 'mystery', 'thriller']",114.0,6.2,39.0,1987
The Birds,['horror'],119.0,7.3,959.0,1963
The Blob,"['horror', 'science fiction']",86.0,6.2,147.0,1958
Blood Beach,"['science fiction', 'horror', 'comedy']",92.0,4.9,18.0,1980
Body Parts,"['horror', 'thriller']",88.0,5.6,24.0,1991
The Body Snatcher,"['thriller', 'horror']",77.0,6.8,47.0,1945
Dracula,"['romance', 'horror']",128.0,7.1,1087.0,1992
Bride of Frankenstein,"['horror', 'science fiction']",75.0,7.4,208.0,1935
Burnt Offerings,['horror'],116.0,6.6,58.0,1976
Candyman,"['drama', 'horror', 'thriller']",99.0,6.2,303.0,1992
Cape Fear,"['crime', 'thriller']",128.0,7.0,692.0,1991
Cape Fear,"['drama', 'thriller']",105.0,7.2,125.0,1962
Carrie,"['horror', 'thriller']",98.0,7.0,977.0,1976
Cat People,"['drama', 'fantasy', 'horror', 'thriller']",118.0,6.0,97.0,1982
A Nightmare on Elm Street,['horror'],91.0,7.2,1212.0,1984
Nosferatu,"['fantasy', 'horror']",94.0,7.7,373.0,1922
Vampire in Venice,['horror'],97.0,8.5,2.0,1988
The Omen,"['horror', 'thriller']",111.0,7.2,485.0,1976
Blood and Wine,"['crime', 'drama', 'thriller']",101.0,5.5,34.0,1996
Albino Alligator,"['crime', 'drama', 'thriller']",97.0,5.6,45.0,1996
The Mirror Has Two Faces,"['comedy', 'drama', 'romance']",126.0,6.5,47.0,1996
Breaking the Waves,"['drama', 'romance']",159.0,7.2,213.0,1996
Nightwatch,"['action', 'drama', 'horror', 'mystery', 'thriller']",102.0,6.2,104.0,1997
Star Trek: First Contact,"['science fiction', 'action', 'adventure', 'thriller']",111.0,7.0,671.0,1996
Shine,['drama'],105.0,7.3,136.0,1996
Sling Blade,['drama'],135.0,7.4,236.0,1996
Jingle All the Way,"['family', 'comedy']",89.0,5.5,583.0,1996
Identification of a Woman,"['romance', 'drama']",128.0,5.8,15.0,1982
Paradise Lost: The Child Murders at Robin Hood Hills,"['documentary', 'drama']",150.0,7.9,38.0,1996
The Preacher's Wife,"['fantasy', 'drama', 'comedy', 'science fiction', 'romance', 'family']",124.0,5.4,55.0,1996
Zero Kelvin,"['drama', 'thriller']",118.0,6.4,5.0,1995
Ridicule,"['comedy', 'drama', 'romance']",102.0,7.4,30.0,1996
The Crucible,"['drama', 'history']",124.0,6.7,134.0,1996
101 Dalmatians,"['comedy', 'family']",103.0,5.6,722.0,1996
The Forbidden Christ,['drama'],0.0,5.5,2.0,1951
I Can't Sleep,"['drama', 'mystery']",112.0,5.0,1.0,1994
Die Hard 2,"['action', 'thriller']",124.0,6.6,1920.0,1990
Star Trek: The Motion Picture,"['science fiction', 'adventure', 'mystery']",132.0,6.2,541.0,1979
Star Trek VI: The Undiscovered Country,"['science fiction', 'action', 'adventure', 'thriller']",113.0,6.7,421.0,1991
Star Trek V: The Final Frontier,"['science fiction', 'action', 'adventure', 'thriller']",107.0,5.6,384.0,1989
Star Trek II: The Wrath of Khan,"['action', 'adventure', 'science fiction', 'thriller']",113.0,7.3,688.0,1982
Star Trek III: The Search for Spock,"['science fiction', 'action', 'adventure', 'thriller']",105.0,6.4,443.0,1984
Star Trek IV: The Voyage Home,"['science fiction', 'adventure']",119.0,6.9,490.0,1986
Batman Returns,"['action', 'fantasy']",126.0,6.6,1706.0,1992
Young Guns,"['crime', 'action', 'adventure', 'drama', 'western']",107.0,6.6,262.0,1988
Young Guns II,"['western', 'adventure']",132.0,6.3,165.0,1990
Grease,['romance'],110.0,7.2,1633.0,1978
Grease 2,"['comedy', 'drama', 'family', 'music', 'romance']",115.0,4.9,185.0,1982
Marked for Death,"['action', 'thriller']",94.0,5.6,100.0,1990
Adrenalin: Fear the Rush,"['action', 'science fiction', 'thriller']",77.0,3.9,19.0,1996
The Substance of Fire,['drama'],97.0,6.0,1.0,1996
Under Siege,"['action', 'thriller']",103.0,6.1,405.0,1992
Terror in a Texas Town,"['action', 'western']",80.0,7.1,13.0,1958
Jaws,"['horror', 'thriller', 'adventure']",124.0,7.5,2628.0,1975
Jaws 2,"['horror', 'thriller']",116.0,5.9,412.0,1978
Jaws 3-D,"['thriller', 'horror']",99.0,4.2,266.0,1983
My Fellow Americans,"['comedy', 'drama']",101.0,6.3,46.0,1996
Mars Attacks!,"['comedy', 'fantasy', 'science fiction']",106.0,6.1,1544.0,1996
Citizen Ruth,"['drama', 'comedy']",104.0,6.8,27.0,1996
Jerry Maguire,"['comedy', 'drama', 'romance']",139.0,6.7,941.0,1996
Raising Arizona,"['comedy', 'crime']",94.0,7.2,548.0,1987
Tin Men,"['comedy', 'drama']",112.0,6.8,38.0,1987
Sneakers,"['comedy', 'crime', 'drama']",126.0,6.7,301.0,1992
Bastard Out of Carolina,['drama'],97.0,7.3,19.0,1996
In Love and War,"['drama', 'romance']",113.0,6.0,28.0,1996
Marvin's Room,['drama'],98.0,6.6,130.0,1996
Somebody Is Waiting,['drama'],96.0,0.0,0.0,1996
Ghosts of Mississippi,"['history', 'drama']",130.0,6.2,40.0,1996
Night Falls on Manhattan,"['drama', 'crime']",113.0,6.6,24.0,1996
Beavis and Butt-Head Do America,"['animation', 'comedy']",81.0,6.5,169.0,1996
La Cérémonie,"['drama', 'thriller']",111.0,7.0,40.0,1995
Scream,"['crime', 'horror', 'mystery']",111.0,7.0,1520.0,1996
The Last of the Mohicans,"['action', 'adventure', 'drama', 'history', 'romance', 'war']",112.0,7.1,747.0,1992
Michael,"['comedy', 'drama', 'fantasy']",105.0,5.5,174.0,1996
The Evening Star,"['drama', 'romance', 'family', 'comedy']",129.0,5.8,18.0,1996
Hamlet,['drama'],242.0,7.3,118.0,1996
Some Mother's Son,"['drama', 'history']",112.0,7.0,6.0,1996
The Whole Wide World,"['drama', 'romance']",106.0,6.4,9.0,1996
Mother,['comedy'],104.0,6.8,19.0,1996
Thieves,"['romance', 'crime', 'drama']",117.0,7.0,5.0,1996
Evita,"['history', 'drama', 'music']",134.0,5.9,122.0,1996
The Portrait of a Lady,"['drama', 'romance']",144.0,6.3,46.0,1996
Walkabout,"['adventure', 'drama']",95.0,7.4,111.0,1971
Message to Love: The Isle of Wight Festival,"['documentary', 'music']",127.0,6.4,4.0,1996
Murder at 1600,"['action', 'drama', 'mystery', 'thriller', 'crime']",107.0,5.8,130.0,1997
Hearts and Minds,"['drama', 'thriller', 'documentary', 'romance', 'foreign']",113.0,0.0,0.0,1995
Inside,"['crime', 'drama', 'tv movie']",94.0,0.0,1.0,1996
Fierce Creatures,"['comedy', 'romance']",93.0,6.0,95.0,1997
Zeus & Roxanne,"['action', 'adventure', 'comedy', 'family', 'romance']",98.0,4.2,16.0,1997
Turbulence,"['action', 'thriller', 'crime']",100.0,5.2,63.0,1997
Angel Baby,['drama'],105.0,7.7,3.0,1995
First Strike,"['action', 'adventure', 'comedy', 'crime', 'drama', 'thriller']",107.0,6.5,101.0,1996
Underworld,"['drama', 'action', 'comedy', 'thriller']",95.0,6.0,1.0,1996
Beverly Hills Ninja,"['action', 'comedy']",88.0,5.5,176.0,1997
Metro,"['action', 'adventure', 'comedy', 'crime', 'thriller']",117.0,5.3,136.0,1997
The Machine,"['horror', 'thriller', 'science fiction']",0.0,4.5,2.0,1994
Falling in Love Again,"['drama', 'romance']",103.0,6.1,4.0,1980
The Cement Garden,['drama'],105.0,7.2,23.0,1993
Dante's Peak,"['action', 'adventure', 'thriller']",108.0,5.8,445.0,1997
Meet Wally Sparks,['comedy'],105.0,5.3,10.0,1997
Amos & Andrew,"['action', 'comedy']",96.0,5.0,47.0,1993
Benny & Joon,"['comedy', 'drama', 'romance']",98.0,6.9,220.0,1993
Prefontaine,"['drama', 'romance']",106.0,6.7,21.0,1997
A Tickle in the Heart,['documentary'],90.0,0.0,0.0,1996
Guantanamera,"['drama', 'comedy', 'romance', 'foreign']",105.0,8.0,3.0,1995
McHale's Navy,"['action', 'comedy', 'romance']",108.0,4.4,27.0,1997
Kolya,"['music', 'drama', 'comedy']",105.0,7.5,46.0,1996
Gridlock'd,"['crime', 'drama', 'comedy']",91.0,6.8,55.0,1997
Fire on the Mountain,['documentary'],72.0,0.0,0.0,1996
Waiting for Guffman,"['music', 'comedy']",84.0,7.4,66.0,1996
Prisoner of the Mountains,"['drama', 'war']",99.0,6.6,14.0,1996
The Beautician and the Beast,"['comedy', 'romance']",105.0,5.2,53.0,1997
SubUrbia,"['comedy', 'drama']",121.0,6.4,32.0,1996
Hotel de Love,"['comedy', 'foreign', 'romance']",95.0,4.3,2.0,1996
The Pest,"['action', 'comedy']",82.0,5.0,35.0,1997
Fools Rush In,"['drama', 'comedy', 'romance']",109.0,5.8,133.0,1997
Touch,"['action', 'comedy', 'drama', 'foreign', 'romance']",96.0,6.0,10.0,1997
Absolute Power,"['crime', 'drama', 'thriller']",121.0,6.4,226.0,1997
That Darn Cat,"['comedy', 'family']",89.0,3.9,11.0,1997
Vegas Vacation,['comedy'],93.0,6.0,175.0,1997
Unforgotten: Twenty-Five Years After Willowbrook,[],0.0,7.0,2.0,1997
That Old Feeling,"['comedy', 'drama', 'romance']",105.0,7.1,15.0,1997
Lost Highway,"['drama', 'thriller', 'mystery']",134.0,7.5,572.0,1997
Rosewood,"['drama', 'history']",140.0,6.7,31.0,1997
Donnie Brasco,"['crime', 'drama', 'thriller']",127.0,7.4,1175.0,1997
Salut cousin !,['comedy'],0.0,3.3,4.0,1996
Booty Call,['comedy'],79.0,5.6,29.0,1997
Rhyme & Reason,['documentary'],0.0,6.3,8.0,1997
Boys Life 2,"['drama', 'romance']",74.0,5.0,1.0,1997
City of Industry,"['crime', 'thriller', 'drama']",97.0,5.6,14.0,1997
Best Men,"['comedy', 'romance']",90.0,5.6,8.0,1997
Jungle 2 Jungle,"['comedy', 'family']",97.0,4.9,122.0,1997
Kama Sutra - A Tale of Love,"['drama', 'history', 'romance']",117.0,5.7,36.0,1996
Private Parts,"['comedy', 'drama']",109.0,6.7,106.0,1997
Love Jones,"['comedy', 'drama', 'romance']",104.0,8.1,12.0,1997
The Saint,"['thriller', 'action', 'romance', 'science fiction', 'adventure']",116.0,5.9,310.0,1997
Smilla's Sense of Snow,"['action', 'crime', 'drama', 'mystery', 'thriller']",121.0,6.6,61.0,1997
The Van,"['comedy', 'drama']",100.0,5.9,15.0,1996
Crash,"['drama', 'thriller', 'romance']",100.0,6.5,224.0,1996
The Daytrippers,"['comedy', 'drama', 'mystery']",87.0,6.2,11.0,1996
Liar Liar,['comedy'],86.0,6.4,1456.0,1997
The Quiet Room,"['drama', 'foreign']",93.0,5.0,1.0,1996
Selena,['drama'],127.0,7.1,115.0,1997
The Devil's Own,"['crime', 'thriller', 'drama']",107.0,5.9,300.0,1997
Cats Don't Dance,"['animation', 'comedy', 'family', 'music']",75.0,7.1,25.0,1997
B.A.P.S.,"['action', 'comedy']",90.0,4.2,13.0,1997
Love and Other Catastrophes,"['comedy', 'romance']",78.0,5.8,9.0,1996
Turbo: A Power Rangers Movie,"['action', 'adventure', 'family', 'fantasy', 'science fiction', 'thriller']",99.0,4.6,60.0,1997
Anna Karenina,"['drama', 'romance']",108.0,6.4,26.0,1997
Double Team,"['action', 'science fiction']",93.0,4.4,163.0,1997
Inventing the Abbotts,"['drama', 'romance']",110.0,6.4,43.0,1997
Anaconda,"['adventure', 'horror', 'thriller']",89.0,4.8,624.0,1997
Grosse Pointe Blank,"['action', 'comedy', 'thriller', 'romance']",107.0,6.9,278.0,1997
Keys to Tulsa,"['crime', 'drama', 'thriller']",113.0,4.9,5.0,1997
Kissed,"['romance', 'drama']",78.0,7.0,21.0,1996
8 Heads in a Duffel Bag,"['comedy', 'crime']",95.0,5.4,39.0,1997
Hollow Reed,['drama'],102.0,6.8,6.0,1996
Paradise Road,"['war', 'drama', 'history']",122.0,6.2,21.0,1997
Traveller,"['drama', 'crime']",101.0,5.9,6.0,1997
All Over Me,"['drama', 'romance']",93.0,5.9,15.0,1997
A Brother's Kiss,['drama'],92.0,8.0,1.0,1997
A Chef in Love,"['drama', 'comedy', 'romance', 'foreign']",100.0,3.5,2.0,1996
Romy and Michele's High School Reunion,['comedy'],92.0,6.0,160.0,1997
Temptress Moon,"['drama', 'foreign', 'romance']",130.0,7.2,6.0,1996
Volcano,"['science fiction', 'action', 'drama', 'thriller']",104.0,5.2,387.0,1997
Children of the Revolution,"['comedy', 'drama']",101.0,5.3,9.0,1996
Austin Powers: International Man of Mystery,"['science fiction', 'comedy', 'crime']",94.0,6.5,1033.0,1997
Breakdown,"['drama', 'action', 'thriller']",95.0,6.6,202.0,1997
Broken English,"['romance', 'drama']",92.0,7.0,2.0,1996
Commandments,"['comedy', 'drama', 'romance']",88.0,5.3,5.0,1997
Ripe,['drama'],92.0,4.0,4.0,1996
"Truth or Consequences, N.M.","['action', 'crime', 'drama', 'romance', 'thriller']",106.0,5.7,15.0,1997
The Turning,['drama'],87.0,0.0,0.0,1992
Warriors of Virtue,"['fantasy', 'family', 'action']",103.0,4.7,9.0,1997
Fathers' Day,"['comedy', 'family']",89.0,5.1,77.0,1997
The Fifth Element,"['adventure', 'fantasy', 'action', 'thriller', 'science fiction']",126.0,7.3,3962.0,1997
Intimate Relations,[],105.0,8.0,1.0,1996
Nowhere,"['science fiction', 'drama', 'comedy']",82.0,6.3,27.0,1997
Losing Chase,"['drama', 'romance']",98.0,3.9,6.0,1996
Sprung,"['comedy', 'romance']",105.0,5.0,7.0,1997
The Promise,"['drama', 'romance']",115.0,5.0,1.0,1995
Le Bonheur,"['drama', 'romance']",79.0,7.0,21.0,1965
Love! Valour! Compassion!,['drama'],108.0,5.7,10.0,1997
Shall We Dance?,"['music', 'comedy', 'drama', 'romance']",136.0,7.2,35.0,1996
The Second Jungle Book: Mowgli & Baloo,"['adventure', 'family']",88.0,3.2,5.0,1997
Twin Town,"['comedy', 'drama']",99.0,6.6,29.0,1997
Addicted to Love,"['comedy', 'romance']",100.0,6.1,112.0,1997
Brassed Off,"['comedy', 'romance', 'drama']",107.0,6.9,53.0,1996
The Designated Mourner,[],94.0,8.0,2.0,1997
The Lost World: Jurassic Park,"['adventure', 'action', 'science fiction']",129.0,6.2,2528.0,1997
Ponette,"['drama', 'foreign']",97.0,7.5,11.0,1996
Schizopolis,['comedy'],96.0,6.4,22.0,1996
Shiloh,"['drama', 'family']",93.0,5.7,17.0,1996
The War at Home,['drama'],119.0,6.9,7.0,1996
Rough Magic,"['comedy', 'drama', 'romance', 'fantasy']",100.0,6.3,7.0,1995
Trial and Error,"['comedy', 'romance']",98.0,5.3,17.0,1997
Buddy,"['adventure', 'comedy', 'family']",84.0,3.9,13.0,1997
Con Air,"['action', 'thriller', 'crime']",115.0,6.5,1289.0,1997
Late Bloomers,[],107.0,4.0,1.0,1996
The Pillow Book,"['drama', 'foreign', 'romance']",126.0,6.9,41.0,1996
To Have (Or Not),"['drama', 'romance']",89.0,0.0,0.0,1995
Speed 2: Cruise Control,"['action', 'adventure', 'thriller']",121.0,4.1,439.0,1997
Squeeze,"['crime', 'drama']",95.0,6.0,1.0,1997
Sudden Manhattan,"['comedy', 'thriller']",80.0,6.0,1.0,1996
The Next Step,[],0.0,0.0,0.0,1997
Wedding Bell Blues,"['comedy', 'romance']",102.0,5.5,2.0,1996
Batman & Robin,"['action', 'crime', 'fantasy']",125.0,4.2,1447.0,1997
Dream with the Fishes,['comedy'],97.0,7.7,10.0,1997
Roseanna's Grave,"['comedy', 'romance', 'drama']",98.0,6.3,4.0,1997
Head Above Water,"['comedy', 'thriller']",92.0,5.8,39.0,1996
Hercules,"['animation', 'family', 'fantasy', 'adventure', 'comedy', 'romance']",93.0,7.3,1741.0,1997
The Last Time I Committed Suicide,['drama'],92.0,6.7,7.0,1997
MURDER and murder,"['drama', 'romance']",113.0,8.0,2.0,1996
My Best Friend's Wedding,"['comedy', 'romance']",105.0,6.4,606.0,1997
Tetsuo II: Body Hammer,"['science fiction', 'horror', 'drama', 'thriller']",83.0,5.6,24.0,1992
When the Cat's Away,['comedy'],91.0,6.1,16.0,1996
Contempt,['drama'],103.0,7.5,138.0,1963
Face/Off,"['action', 'crime', 'science fiction', 'thriller']",138.0,6.8,1612.0,1997
Fall,"['drama', 'romance']",93.0,7.2,6.0,1997
Gabbeh,"['drama', 'mystery', 'romance']",75.0,7.5,6.0,1996
Mondo,['drama'],80.0,7.0,3.0,1995
The Innocent Sleep,['thriller'],110.0,0.0,0.0,1996
For Ever Mozart,"['drama', 'comedy', 'war']",84.0,8.0,3.0,1996
Men in Black,"['action', 'adventure', 'comedy', 'science fiction']",98.0,6.9,4521.0,1997
Out to Sea,"['comedy', 'romance']",106.0,5.8,20.0,1997
Wild America,['family'],106.0,5.8,28.0,1997
